"location","count","latitude","longitude"
5256441,2,32.8795,-111.75735
5200430,3,40.62778,-96.96142
5251103,3,34.63915,-120.45794
5205814,21,41.98892,-88.68675
5221583,16,43.69544,-116.35401
5204546,1,57.05315,-135.33088
5237639,1,53.39389,-7.71722
5286409,1,51.78967,1.15597
5243415,2,67.39347,19.70834
5191996,1,-37.17945,-70.66912
5290367,1,25.77427,-80.19366
5401749,1,22.99732,-99.71101
5206895,21,41.42265,-122.38613
5234888,1,-31.58893,28.78443
5190058,9,29.89937,-90.10035
5248406,2,40.75843,-73.63485
5285455,1,19.67052,-99.17989
5258591,8,38.53816,-0.13098
5231055,3,59.93863,30.31413
5208161,1,33.44838,-112.07404
5216851,9,43.30331,-91.78571
5209148,1,43.65692,-90.8543
5290478,2,51.05011,-114.08529
5263969,1,48.41481,1.56947
5217209,1,40.71945,-99.37204
5246619,18,38.59505,-90.54623
5236451,1,52.0632,-1.34222
5227382,1,53.11254,6.0989
5192725,1,50.60979,4.14658
5225612,1,46.06458,-118.34302
5190912,15,40.10839,-83.75243
5207333,1,35,7.83333
5293793,3,34.42138,-119.59652
5291465,3,43.00635,-108.88235
5273500,3,45.06499,-87.12427
5274532,1,46.02096,4.83591
5196435,1,35.15152,-76.66716
5274251,2,59.54694,-139.72722
5196935,4,9.88889,32.10944
5226865,1,35.63954,-80.52464
5240602,5,46.3912,-63.78869
5239622,6,30.23493,-92.26846
5205620,13,28.80416,-81.72563
5192396,1,46.81228,-71.21454
5245220,1,31.36157,-96.14413
5221075,8,33.45761,-85.32078
5253420,1,41.50343,-74.01042
5478415,1,53.72861,-0.57215
5206086,16,46.3043,-119.36141
5220210,2,38.99178,-74.81489
5251431,6,41.45531,-88.26173
5302211,2,49.86397,0.88731
5201745,5,41.11315,-74.04375
5228806,1,37.1531,-7.88751
5211718,1,40.05887,-106.38892
5394596,1,40.00841,-79.07808
5263754,5,36.557,-89.96648
5240945,11,35.9218,-81.17647
5191000,2,43.95034,-73.43707
5278561,3,40.7526,-73.61041
5226696,1,62.57489,17.09872
5231380,5,42.06538,-71.24783
5198387,24,40.987,-81.89375
5221073,22,34.05149,-84.0713
5188839,15,34.2439,-116.91142
5210492,31,39.60678,-75.83327
5229703,1,51.48,-3.18
5232919,1,44.87972,22.4125
5229449,1,37.12237,-76.34578
5235513,1,33.44838,-112.07404
5289848,2,31.21711,-98.39337
5204416,17,40.74038,-75.30962
5248876,1,36.78633,10.18484
5201070,9,43.84867,-73.42345
5272539,1,34.07087,-112.15071
5286324,1,45.32106,19.35048
5212275,8,35.85347,-79.57169
5287920,1,42.59091,-73.70179
5220623,1,47.37348,9.42507
5372618,1,44.99497,-98.49787
5198802,4,-19.41909,-43.74554
5219569,65,39.64176,-77.71999
5197943,120,26.62168,-81.84059
5561042,1,30.05383,-94.74353
5193808,34,38.21201,-86.12192
5230589,1,36.20875,-79.90476
5214773,31,35.94896,-85.0269
5292925,2,34.11705,-83.57239
5211338,16,37.31533,-93.5852
5204486,1,41.82419,-90.64792
5269262,1,48.55088,-3.92656
5195102,2,52.6,-1.06667
5230414,3,-32.08333,-57.25
5212988,31,41.99038,-70.97504
5564199,1,40.10283,-84.63301
5283196,1,40.88862,-100.07151
5188732,3,38.89511,-77.03637
5272343,2,33.82483,-87.08611
5238036,11,35.37874,-81.37897
5245382,1,38.25729,-94.34
5221837,13,39.5347,-107.78312
5208568,22,40.68677,-73.37345
5236055,4,16.58861,-93.00528
5190274,1,35.6895,139.69171
5247607,9,40.07785,-81.67901
5211886,1,43.1836,-89.21373
5202455,1,33.749,-84.38798
5250650,2,31.41101,-96.5722
5295924,1,43.60528,3.7375
5189167,35,41.03399,-73.76291
5381512,3,39.10417,-95.8586
5242476,1,39.98316,-76.18412
5192173,2,38.75533,-89.09534
5261404,1,46.70649,-123.98183
5195225,4,18.95532,-99.24002
5222976,1,40.35144,-84.37384
5574627,1,38.80531,-76.8746
5304647,3,40.25221,-105.82307
5291463,3,46.90056,-102.04544
5191474,1,39.87174,-79.49226
5264965,1,1.4866,103.3896
5205340,102,38.75212,-121.28801
5395192,4,45.35607,-92.63354
5266449,1,38.91667,16.43333
5212804,1,43.9749,81.53555
5188078,50,38.67727,-87.52863
5205859,9,41.27366,-82.84158
5217157,27,40.26011,-74.27376
5222389,5,-44.39672,171.25364
5234168,4,38.73949,-89.6712
5234490,1,51.06701,4.03492
5213956,2,41.55426,-74.4396
5205994,1,47.67399,-122.12151
5244057,1,62.32741,17.06511
5229489,5,41.20528,-96.04252
5287856,7,34.88558,-112.46823
5466635,2,56.41535,-5.47184
5235686,1,24.19167,55.76056
5389198,5,42.66848,-88.54192
5265743,1,-5.13424,-39.33459
5252277,3,41.95028,-97.22393
5230124,1,29.83798,-91.54428
5210453,22,41.94394,-85.63249
5204210,60,44.95816,-124.01789
5276277,1,40.00032,-89.25037
5468580,1,42.49241,-114.16225
5250744,1,42.76731,-71.8123
5511893,1,26.04259,74.02373
5227338,4,-35.14802,138.47099
5198756,2,38.69503,-92.3088
5245668,3,38.4363,-122.86972
5217239,71,28.03446,-80.58866
5201082,14,32.53932,-93.29628
5371659,1,29.64858,-81.63758
5210284,123,45.29643,-111.93578
5370949,2,26.01856,89.98564
5288203,1,38.53737,-28.62615
5204525,1,34.69804,-118.13674
5254149,4,41.85038,-74.07379
5250713,1,41.57337,-87.78449
5218627,7,29.91465,-90.05396
5230293,1,-34.26827,-62.71262
5392835,5,43.16334,-87.96453
5285355,1,56.3,38.13333
5418307,5,29.95215,-90.29647
5205118,4,36.08891,-106.05363
5240671,2,-33.67171,138.92835
5301311,1,48.63932,14.22933
5193236,2,55.96064,-4.03932
5386838,3,39.84674,-79.89978
5272239,1,49.33333,3.33333
5256994,1,32.95949,-117.26531
5204089,7,29.26746,-97.76444
5222201,2,-37.24444,144.45148
5195016,32,39.31111,-94.92246
5286089,1,48.92312,24.71248
5192394,91,36.81904,-76.27494
5197444,1,45.53929,-122.38731
5193153,1,42.41686,13.87119
5510030,1,2.7717,-77.66536
5191762,27,38.68574,-121.08217
5225078,8,43.0948,-71.73063
5392834,3,51.65468,-0.27762
5224208,1,-36.10219,147.03731
5217011,1,51.51279,-0.09184
5560557,1,39.98694,-95.14498
5245867,1,43.1009,-75.23266
5262331,1,-36.10413,144.7608
5224703,1,-38.33364,145.67248
5273528,5,42.83864,-84.1783
5216102,6,43.00586,-84.37164
5209618,3,47.00461,-2.24152
5190668,2,51.77461,-1.6146
5211616,1,43.9633,-91.25625
5401200,1,34.08668,-118.27023
5188969,10,39.04178,-76.06633
5222651,2,18.35,-77.26667
5289224,2,44.2984,-71.54064
5274373,11,34.94926,-83.75739
5211785,2,47.38899,-122.62541
5300064,9,30.79102,-89.84869
5189404,33,34.91637,-117.93535
5192145,1,38.72091,-82.95823
5373429,1,44.16701,-71.9662
5225322,4,36.16318,-81.8715
5219528,11,41.47394,-81.53707
5205826,4,41.60232,-71.25033
5230003,6,42.70063,-74.03374
5205800,1,41.49283,-83.87328
5279789,2,40.17129,-120.37244
5214369,1,52.13238,-106.66892
5193383,2,35.48541,-77.67587
5377704,1,22.31038,69.60376
5195744,4,33.66391,-114.22995
5389595,5,41.32753,-89.12897
5266754,12,32.69487,-93.74185
5228691,1,39.78504,-85.76942
5271266,1,53.23593,41.36859
5269553,1,-24.25647,-65.21163
5200177,2,43.64364,-84.99725
5258129,1,37.85033,-90.49874
5272051,1,39.84111,-95.72804
5473919,1,54.59947,-3.13256
5289962,12,40.18427,-75.53796
5234683,1,27.33333,-102
5214384,3,34.51071,-79.65284
5192998,5,37.67427,-82.27736
5222677,1,52.43854,4.82643
5542171,1,39.15316,-77.06692
5223131,24,26.33981,-81.7787
5201983,12,33.20763,-92.66627
5191908,21,40.79782,-85.82054
5285868,1,30.30982,-108.07852
5198359,42,39.14344,-77.20137
5222097,30,44.95914,-89.63012
5189645,2,29.76328,-95.36327
5281687,2,30.82324,-88.3614
5242813,6,43.17705,-124.18761
5293150,2,34.93425,-88.52227
5215342,2,44.9008,-93.58912
5219219,1,41.61055,-96.54808
5372648,4,31.961,-93.89797
5370429,1,43.66274,-92.70852
5215857,19,39.934,-74.891
5283859,1,51.69382,-2.2199
5202577,5,51.8911,-0.42793
5272825,1,44.61391,33.6098
6103994,1,34.85067,-82.45346
5258684,1,47.57065,-122.22207
5290654,19,39.4734,-82.73934
5199363,268,32.72541,-97.32085
5274956,1,26.89141,-111.9826
5208318,1,40.30504,-87.80058
5264606,1,38.86832,-107.592
5238164,19,43.42618,-73.71234
5195072,3,10.52027,-84.85193
5195147,2,48.42972,0.09194
5279996,1,34.25534,-106.89947
5214162,87,39.6895,-84.16883
5216593,1,48.30775,-112.24976
5244292,1,18.61194,-90.72
5189670,9,37.08043,-77.99723
5259827,1,39.59567,-74.88156
5190106,1,-11.18389,-37.99833
5211286,22,46.98092,-123.88933
6103729,1,45.31274,-107.93706
5195036,45,35.61452,-88.81395
5377947,1,-26.71171,27.83795
5240824,1,33.39422,-110.7865
5227553,1,48.45861,6.84806
5226364,4,38.41234,-79.5806
5209660,1,49.89194,2.29778
5373994,1,50.44009,2.20839
5231621,1,-26.81774,-48.73468
5213048,22,33.058,-89.58956
5207833,2,37.0861,-5.78614
5189981,1,33.19762,-96.61527
5195831,6,37.26217,-119.70098
5248983,1,49.65222,-1.42222
5193953,12,41.65622,-70.41614
5560745,2,19.68862,-98.8611
5267740,1,56.87767,14.80906
5242492,3,-17.01902,145.74443
5265018,1,8.14056,124.03944
5269456,3,41.91232,-72.54509
5190508,173,37.98869,-84.47772
5225857,1,0.31628,32.58219
5277253,1,34.91873,-90.13768
5241081,9,42.01899,-71.00782
5248936,1,49.34278,5.39972
5268754,1,41.89353,-88.77031
5269078,2,39.39143,-87.69364
5246536,2,41.02922,-81.63818
5214763,8,47.07902,-119.85588
5247578,9,40.33693,-104.9122
5289180,1,40.72982,-73.21039
5295023,1,55.40982,12.9558
5299770,2,43.57919,-85.3017
5239945,5,37.82061,-88.92757
5208943,6,40.77562,-77.7925
5188203,5,51.45657,7.01228
5208389,3,40.68731,-76.17216
5273676,1,52.08806,-7.62528
6102896,2,48.46427,-122.23404
5217893,1,42.82027,-96.0578
5212399,1,-33.64592,115.03514
5273917,1,42.53574,-113.79279
5260825,2,42.62892,-85.02416
5192359,8,31.70601,-83.65322
5220467,2,34.77679,32.42451
5192698,15,-33.46324,115.5862
5254666,1,47.97277,13.35225
5227116,24,51.20434,-2.17873
5229976,1,20.08355,-98.36288
5286545,1,44.09252,6.23199
5238187,2,39.87699,-90.37346
5273485,2,46.0164,-73.4236
5191596,17,50.68792,-2.11058
5210165,5,-22.71726,-42.04221
5285138,1,51.75222,-1.25596
5294700,7,38.40312,-85.57413
5198887,1,-20.02069,-40.68145
5247141,10,46.87497,-96.90036
5211061,5,39.09145,-84.49578
5195595,43,25.8576,-80.27811
5297933,2,51.88741,-1.18549
5228032,1,50.08861,8.7825
5380480,2,27.46698,-82.70399
5252473,2,35.4359,-97.09142
5270345,1,31.41461,-86.06772
5220305,4,43.78635,-91.83487
6103154,2,45.52274,-89.02484
5215352,18,42.37649,-71.23561
5402836,1,60.23111,-151.39361
5299671,6,40.9351,-74.01903
5205749,1,34.02862,-117.81034
5477680,1,29.25607,-98.33279
5376610,2,40.87161,-111.89216
5193882,13,28.1145,-81.62009
5254357,9,39.15345,-74.69294
5383708,1,32.5027,-117.00371
5280353,1,32.28343,-106.75334
5232182,4,39.16672,-90.78096
5220725,3,43.5963,-111.96386
5393888,3,-27.63917,153.10944
5231595,6,35.14009,-93.92159
5243774,1,44.38785,-68.79975
5196854,6,42.25087,-84.21301
5242170,1,-38.34004,145.05455
5204414,2,46.82055,-100.53123
5235181,1,51.36179,-0.21977
5271654,1,53.42948,-2.80031
5240180,2,13.48754,144.78143
5227227,1,41.85003,-87.65005
5248834,1,45.38528,3.27
5224025,40,32.74477,-116.99892
5206228,2,32.83395,-109.70758
5245715,2,42.9836,-90.6554
5220216,15,30.2752,-98.87198
5258638,1,4,-56
5262820,7,45.02305,-85.75981
5288199,1,41.85003,-87.65005
5220065,8,40.27285,-80.99676
5235700,1,51.58333,-1.75
5490244,2,51.50372,0.11982
5192182,1,21.02833,-100.34778
5192654,1,47.49162,-111.92805
5482226,1,40.19475,-92.58325
5192240,4,47.90606,-114.19845
5207246,21,44.9483,-93.34801
5285418,3,40.50312,-81.64096
5206171,4,43.49108,-92.36045
5216499,22,48.9465,-122.45211
5286685,1,48.15398,7.16714
5234629,2,-28.17671,153.5452
5228897,6,32.72532,-114.6244
5235792,1,39.7665,-75.14434
5210414,20,45.40762,-122.57037
5218214,5,-11.01611,-68.74806
5224516,2,47.92305,-99.20402
5265910,1,-4.8399,-38.19597
5266564,18,30.30973,-104.02134
5208678,10,40.73034,-80.31006
5258342,2,-23.88496,-56.47891
5370797,1,46.65941,-94.11387
5205208,5,42.43933,-123.33067
5198960,16,31.33824,-94.7291
5216104,4,42.32925,-73.61567
5221281,6,39.95872,-75.91939
5286907,1,49.58407,11.21748
5195917,496,43.6135,-116.20345
5192451,3,39.68782,-86.67028
5244291,1,59.36109,17.08804
5221745,12,44.05368,-71.1284
6103078,1,32.44879,-81.78317
5262932,1,46.4953,-84.34532
5214590,4,35.62646,-86.69333
5211586,1,36.17497,-115.13722
5267615,1,38.55084,-97.43031
5266025,1,63,154
5284374,1,47.51965,-92.13851
5198488,8,40.92871,-74.03986
5292886,1,39.12711,-84.51439
5273273,1,37.17321,-78.12333
5273778,7,28.07168,-80.65339
5190134,2,42.5447,-71.61318
5248529,1,48.75667,-1.31944
5209288,1,62.31667,-150.23139
5244826,4,30.09799,-98.42141
5212052,7,22.95805,-109.93898
5290743,2,-6.82349,39.26951
5235254,2,50.10611,2.32944
5287202,1,49.65083,8.78472
5290721,2,14.53748,121.00144
5201042,13,-22.25,-42.5
5239277,1,55.67594,12.56553
5435916,3,51.38132,1.38617
5435418,2,40.16054,-103.21438
5241989,3,56.33871,-2.79902
5199068,4,43.62303,-96.94255
5195470,2,45.22067,-123.07621
5249458,1,30.29365,120.16142
5269090,1,37.90832,-111.42295
5285230,1,-31.80135,-59.93477
5275607,8,43.70234,-124.09678
5208233,25,39.83093,-77.2311
5207567,2,20.90333,-156.36944
5297045,1,38.02682,-77.34696
5208965,5,39.35218,-112.57717
5217560,1,47.36667,8.55
5242593,1,40.71427,-74.00597
5215650,1,55.95206,-3.19648
5253255,2,58.38062,26.72509
5210556,5,44.75774,-90.2968
5274546,4,44.73096,-116.07828
5269706,1,40.10832,-104.51996
5270289,1,48.33449,2.78634
5286996,1,50.92533,6.3627
5282580,1,-37.88333,145.35
5239043,1,25.36099,86.46515
5253573,4,29.79772,-93.32515
5228829,1,39.87678,3.01626
5189965,1,30.39603,-88.88531
5253324,1,5.36499,100.56177
5224667,2,33.66808,-117.32726
5211044,2,39.27593,8.64143
5225620,4,53.36683,-113.73533
5257270,4,35.4971,-77.98193
5236738,1,40.93886,14.85265
5204502,3,41.00729,-79.89616
5191304,23,37.24954,-83.19323
5289820,9,39.85562,-82.14153
5249565,1,45.05167,3.41361
5245142,3,45.49452,-73.82419
5188889,45,34.09668,-117.71978
5225957,16,37.62418,-104.78026
5271929,1,18.98622,-99.10051
5243757,22,42.86509,-71.4934
5375341,2,40.14702,-78.91197
5217579,2,-21.4797,-49.5765
5257446,1,44.01256,-75.79437
5273620,2,62.70694,-143.96111
5251527,1,50.11861,-5.53715
5215515,15,41.79922,-85.41915
5206162,25,39.7661,-105.07721
5372937,5,41.57366,-84.00522
5247171,2,16.85444,-93.75722
5193530,4,36.52256,-92.1421
5209265,21,33.70918,-117.95367
5240660,8,-35.55042,138.62154
5212093,24,44.46867,-71.18508
5238902,1,-38.65333,178.00417
5207732,1,35.88808,-106.30697
5289677,4,40.92284,-81.01898
5239929,1,62.93161,17.77646
5471010,1,24.32781,92.00377
5238318,1,22.31667,114.18333
5278921,1,-35.04303,138.759
5374192,2,45.95878,15.81975
5279318,2,35.33629,-82.47991
5304481,1,45.70364,12.87696
5286551,1,43.34753,5.46398
5241559,1,54.19594,-3.09626
5227220,1,41.60977,-83.56438
5241773,16,42.18169,-88.33036
5267308,3,50.21306,-5.29731
5207938,9,48.60105,-93.41098
5206487,2,32.71571,-117.16472
5191293,5,36.38284,-90.19065
5195651,37,39.51394,-121.55776
5304648,4,41.66284,-78.81114
5267225,1,49.5631,3.62714
5193794,41,41.00367,-80.34701
5215311,1,33.91045,-78.11777
5261485,1,41.33675,-75.51852
5237890,10,37.0373,-95.61637
5270021,1,44.565,6.49528
5250134,1,33.34067,-84.29076
5377407,23,33.19632,-80.01429
5209292,1,35.02676,136.89846
5304313,2,39.844,-75.02267
5252496,4,35.27009,-91.63986
5248845,1,45.81417,5.02167
5216611,48,26.7084,-80.2306
5251547,1,40.69954,14.70773
5559749,1,43.08189,-93.73427
5500227,1,31.38744,-82.14012
5231805,4,41.29175,-75.87464
5374972,1,8.62535,-80.5746
5269495,5,46.09454,-64.7965
5205594,1,47.60621,-122.33207
5256801,1,40.5576,-74.28459
5232682,1,47.3685,24.67212
5240563,1,-42.84617,147.30228
5192527,5,46.43551,-109.83435
5560890,1,42.46835,-89.64401
5276588,2,39.00213,-119.95601
5262626,4,26.07341,-97.20858
5224383,8,38.60394,-89.80732
5221390,5,41.78281,-87.87811
5209079,3,33.40708,-82.66208
5250138,5,29.13996,-98.90531
5496771,3,34.05223,-118.24368
5239066,2,39.81369,-79.02475
5233701,10,35.26275,-116.68475
5254100,3,41.82336,-90.53819
5505467,2,44.06246,-91.69571
5383229,13,40.17982,-76.17884
5201167,7,39.33333,-0.83333
5283829,2,-37.91667,145.38333
5191412,2,34.90119,-84.97383
5206519,2,-30.76143,151.44889
5285370,1,37.93187,-121.69579
5265311,1,50.98253,-1.23493
5403197,1,35.34926,139.47666
5204096,15,38.24308,-93.38187
5217769,1,48.06444,6.22389
5215827,2,8.43189,-80.48699
5371756,1,32.94782,-112.71683
5200113,1,50.13806,4.82417
6103362,1,30.36576,-88.55613
5239139,1,32.68319,-95.8033
5240519,8,44.88312,-68.67198
5231101,6,41.61759,-74.07598
5263131,2,49.21451,-84.77617
5246488,1,50.75767,-1.5443
5250457,5,43.11864,-83.69496
5236943,1,-37.58333,144.05
5250716,10,32.87791,-85.18327
5561545,1,58.99587,16.20721
5246160,6,38.70421,-91.43738
5295892,4,33.57086,-117.63561
5194942,1,47.57266,-122.14578
5211282,1,41.47555,-93.67883
5191701,15,40.29009,-76.93386
5256433,8,46.55374,-120.38312
5234941,35,33.7515,-84.74771
5193723,12,33.21837,-117.0342
5233447,2,66.47043,22.57928
5377748,2,38.02909,-121.96163
5223105,2,40.79269,-117.12678
5407393,3,39.11057,-98.68896
5248376,1,51.1229,20.8752
5512258,1,48.06156,-117.63273
5198658,1,-20.46584,-66.83022
5220054,1,33.89209,-117.2631
5283463,1,51.99415,-3.79637
5216206,18,34.56364,-111.85432
5240567,5,26.1844,91.7458
5299278,1,44.61361,4.31389
5236113,2,21.5025,-97.99472
5207529,1,-40.15789,-71.35337
5218731,11,34.8662,-92.11015
5193650,25,51.45625,-0.97113
5214078,6,42.78602,-112.85444
5268649,8,30.23106,-82.81957
5390409,2,48.61668,19.13715
6103345,1,35.7698,-91.64097
5249515,1,50.6998,-119.30237
5203923,1,53.922,19.0358
5292036,1,42.94508,-72.09647
5218140,3,-28.62278,152.99736
5228300,2,37.60699,-87.52862
5202019,5,48.59788,-122.94463
5427123,3,44.63194,-86.09092
5224868,6,53.07582,8.80717
5372228,4,33.99613,-117.4056
5191621,55,41.45704,-72.82316
5204806,8,-20.21326,-70.15027
5210471,1,45.29984,-122.77371
5232544,6,42.21757,-78.27529
5297566,2,44.73691,-90.49597
5248352,1,48.3675,2.50778
5299132,1,53.35,-2.11667
5204383,1,40.19758,-77.72138
5204796,1,47.47399,-122.26096
5255022,1,60.11667,18.66667
5406487,2,38.80706,-75.4227
5232499,1,42.3473,-76.84524
5404453,3,38.76734,-77.72833
5284583,17,32.96596,-97.68364
5262150,1,37.15512,15.18248
5533018,2,-26.39433,153.0901
5224497,2,24.29667,-107.47833
5286705,1,49.29945,6.20535
5283957,2,38.29894,-86.955
5190904,9,42.2945,-79.09976
5259288,13,29.47498,-81.127
5283057,1,37.9577,-121.29078
5301766,8,45.35751,-84.2239
5207022,1,37.00578,-121.56828
5401494,1,38.5788,-122.57971
5261676,2,40.63619,-77.27471
5286674,1,47.09225,5.48966
5238674,1,39.51824,-119.98881
5471208,1,-4.45528,-43.88556
5403055,1,53.12542,-1.26135
5259981,1,43.1825,-99.29205
5287426,5,52.41667,0.75
5195644,83,45.52289,-122.98983
5196614,13,-32,-64
5205444,1,37.85909,-122.48525
5224707,1,-35.66669,147.03845
5214647,5,34.5,69.41667
5249679,1,50.45444,3.03083
6102810,1,40.67062,-78.23862
5210160,1,38.53759,-81.93236
5212515,17,40.58145,-79.56643
5188721,2,38.42047,-121.52718
5197653,17,39.3545,-84.12716
5192715,14,41.88975,-87.98895
5290522,6,37.28097,-79.89698
5296804,3,55.76412,-4.17669
5195136,62,36.60024,-121.89468
5210132,1,34.68139,-1.90858
5193165,1,43.10249,12.55023
6102865,1,39.94066,-76.34635
5191763,60,40.21426,-77.00859
5212225,5,47.94154,-119.00335
5234775,2,37.78207,-75.65354
5212588,3,47.60621,-122.33207
5281888,1,19.885,-104.70864
5248842,1,45.01125,8.39614
5303269,1,-27.59667,-48.54917
5215035,1,39.072,-85.2519
5228455,4,42.24593,-71.28283
5558976,1,40.56453,-77.23721
5235596,1,34.11705,-83.57239
5203308,1,47.25288,-122.44429
5206480,9,-33.03268,137.56483
5510441,1,47.21526,7.79607
5285716,1,-3.56222,-41.09222
5263001,1,42.55992,-112.17135
5240819,13,43.89645,-73.09984
5398075,2,44.03508,-69.53671
5208783,1,34.93932,-79.77395
5192258,1,38.90611,-95.8161
5221729,41,36.64367,-93.21851
5280287,1,40.47389,141.48125
5254756,7,39.07922,-85.71747
5303004,5,55.33333,-4.81667
5266701,3,40.69677,-74.94072
5269508,1,51.73417,5.13889
5204581,46,39.10733,-76.57108
5206428,1,60.21667,11.1
5209736,23,36.38838,-86.44666
5269699,1,-31.33333,-62.66667
5197526,132,27.77086,-82.67927
5208642,1,44.53286,-67.59833
5262263,8,52.68154,-1.82549
5213339,1,34.14778,-118.14452
5190699,2,38.34533,-88.58783
5497901,3,45.83937,-111.03467
5415355,4,31.97545,-93.99797
5203592,1,38.80616,-87.15223
5421698,1,46.1351,-60.1831
5243991,10,39.71562,-82.95296
5190471,1,35.08449,-106.65114
5279734,1,55.85,12.18333
5205381,3,49.49889,0.12111
5218632,9,48.17963,-117.04326
5206868,1,37.36354,-118.39511
5190921,2,35.54569,-80.6109
5481694,1,39.91563,-79.15225
6102747,6,40.76078,-111.89105
5227055,4,-23.8484,-45.32321
5285221,1,36.25213,-5.96717
5256695,5,50.40005,-105.53445
5376158,2,47.75879,-116.75686
5190788,32,42.08343,-71.01838
5292776,2,35.11229,-85.29413
5259158,6,-10,-55
5291874,2,39.34834,-94.063
5471085,1,29.75,57.25
5266265,1,40.98532,-86.87946
5289923,2,38.69463,-120.81494
5271968,2,49.1466,0.22925
5222727,9,28.58,77.33
5206529,2,48,68
5380894,8,-41.58976,146.9819
5217426,3,-33,-61
5239933,1,58.753,17.00788
5214636,8,53.79644,-1.5477
5275368,1,40.80448,-90.4018
5294674,4,28.09446,-97.82805
5271633,1,42.88527,-90.92346
5213249,13,43.98085,-84.4864
5193667,81,38.97167,-95.23525
5208574,15,38.82129,-121.193
5201551,27,45.50884,-73.58781
5264938,1,33.45761,-85.32078
5216828,2,42.51841,-73.75123
6103536,1,27.80058,-97.39638
5200990,16,37.7645,-89.33509
5279683,2,30.36436,-85.43826
5231195,1,40.49473,18.12315
5208409,123,34.5003,-111.50098
5264484,1,60.15339,-1.14427
5255974,5,42.15148,-71.64951
5253221,2,42.76731,-71.8123
5232119,17,41.51198,-87.96561
5408206,3,39.28388,-106.0628
5243858,1,30.66667,34.83333
5272293,1,56.72993,-2.65729
5271280,1,52.29778,104.29639
5198870,2,32.08414,34.79995
5269613,1,39.85263,3.11917
5303361,4,45.31413,-91.651
5267858,1,-31.95224,115.8614
5235561,12,34.77679,32.42451
5254546,1,40.20148,-77.18887
5199898,60,47.67768,-116.78047
5268911,3,29.89576,-89.89784
5233205,1,53.70778,-1.25639
5285364,1,48.73049,37.58793
5286070,1,32.61756,-116.18974
5205287,5,-25.46312,152.66348
5192034,29,31.57851,-84.15574
5205189,4,47.798,-114.29485
5300075,1,49.47073,2.74911
5222891,2,62.93958,22.51306
5235971,18,41.82392,-87.85173
5218513,19,38.22061,-90.39595
5193697,9,39.28671,-86.76251
5296717,1,46.93971,2.53922
5193793,34,40.86118,-79.89533
5560263,1,-35.13333,138.51667
5262513,2,52.34112,-8.86093
5225717,25,39.20229,-83.61159
5243732,1,39.11817,-75.55881
5263904,1,44.97501,28.62402
5192597,16,43.51963,-114.31532
5226374,1,43.28414,-92.81103
5217035,1,40.48643,-86.1336
6103411,3,41.74732,-73.18872
5380102,2,39.64693,-106.95171
5379130,1,40.89309,-88.40533
5195862,139,33.52066,-86.80249
5401156,2,35.192,-102.06464
5207491,43,39.84031,-88.9548
5392778,4,32.33459,-96.15136
5277835,1,1.53741,103.65779
5290751,1,44.43755,-73.06818
5203672,8,40.79897,-76.86219
5230065,17,34.63813,-99.33398
5224243,5,60.6426,17.12066
5238723,17,32.00022,-80.84567
5255633,1,38.68574,-121.37217
5193185,17,42.19454,-71.83563
5299285,2,18.41217,-66.33128
5217675,26,37.22043,-77.28803
5373808,1,42.15646,-77.79555
5220806,5,39.82534,-83.63437
5216292,23,45.1608,-93.23495
5253306,18,55.16667,-118.80271
5384137,2,51.21667,6.26667
5245636,1,33.60762,-88.65033
5275559,1,40.02108,-109.17734
5280038,2,48.15389,11.54806
5243376,5,62.47912,16.92651
5233572,7,39.64452,-80.8576
5192108,6,43.08286,-70.93506
5279384,5,33.11929,-97.02556
5217455,7,43.17148,-70.60894
5206681,1,30.66667,104.06667
5277354,1,-26.73201,-65.25921
5277211,1,42.19315,-73.09177
5273499,1,32.61756,-116.18974
5487712,2,-22.92389,-45.46167
5243992,2,58.51667,13.11667
5244288,1,29.33744,-90.83764
5286956,3,36.10034,-86.13193
5268628,9,30.42493,-95.47994
5226257,5,40.38927,-74.76183
5273526,1,41.29343,-73.6768
5189454,4,57.50119,-134.584
6103991,1,42.60112,-89.63845
5282789,4,28.46194,-98.54918
5198210,1,47.72944,3.39806
5281082,1,47.16971,-98.45982
5231455,4,41.02343,-74.06653
5291322,6,45.96967,-89.8921
5373936,2,34.31295,-78.16111
5188567,65,32.29876,-90.18481
5290395,3,46.81228,-71.21454
5209779,17,33.07397,-106.0186
5263872,1,49.9425,4.63861
5189919,21,38.86116,-86.48721
5218096,2,40.39278,-95.83889
5427090,1,39.30617,-83.91104
5402241,6,39.32538,-77.73888
5208772,8,38.50186,-122.99611
5210989,1,33.42697,-117.61199
5370455,1,33.19122,-101.379
5198874,2,54.59682,-5.92541
5298404,28,33.96358,-117.56418
5370461,7,39.86571,-123.71419
5225518,2,-33.83425,116.38776
5218199,3,50.39431,-3.51585
5222071,3,51.8816,-0.83784
5246454,6,42.41667,-90.42902
5302366,4,40.55588,-84.08356
5477610,1,46.82111,15.45194
5371035,4,41.79753,-87.95478
5218007,3,42.8425,19.87333
5244079,2,60.45799,15.39873
5208599,1,40.48753,-92.36935
5246612,1,40.58444,-102.30241
5197260,6,40.25026,-103.79995
5373457,1,41.13121,-74.36737
5273856,1,40.47116,-83.89272
5227730,4,36.83814,-2.45974
5216271,2,42.72266,-72.98259
5210351,21,32.83707,-97.08195
